Artlfd,PL-AT,Artikelname,AG-ID,Pfad,Online-Artikelname,Produktname,Kurztext,Vorteile,Anwendungsbereiche,Einsatzbereiche,Anwendung,Nutzenargumentation,youtube-Film
5346135,648255,Premium Microfasertuch Anthrazit 40 x 40 cm,12223,Produkte entdecken|Chemisch-Technische Produkte|Reinigungszubehör|Premium Microfasertuch,Premium Microfasertuch,Premium Microfasertuch,,,"• Bester Materialmix: 70 % Polyester / 30 % Polyamid

• Nimmt extrem viele Kleinstpartikel und Bakterien auf

• Polieren, Reinigen, Staubwischen - trocken und feucht einsetzbar

• Neuentwickeltes 2-Seiten-Microfasertuch: Microfaser-Seite: Perfekt zum Reinigen und Verteilen / Flor-Seite: Perfektes Polierergebnis durch 8 mm Flor

• Waschbar bis 60°",,,"Bester Materialmix: 70 % Polyester / 30 % Polyamid

Nimmt extrem viele Kleinstpartikel und Bakterien auf

Polieren, Reinigen, Staubwischen - trocken und feucht einsetzbar",
5346501,440012,TECHNOmat 162 S im Koffer,12254,Produkte entdecken|Schweißtechnik|Elektroden-Schweißgeräte|TECHNOmat 162 S,TECHNOmat 162 S,TECHNOmat 162 S,Inverterschweißgerät zum Elektroden- und WIG-Schweißen,,"• Robustes, extrem leichtes (4,2 kg) und leistungsstarkes Inverterschweißgerät

• Drei wählbare Schweißmodi: TIG 20 A–160 A Lift Arc-Zündung, MMA manuell 20 A–160 A, MMA synergisch geregelter Schweißbereich über Kernstab-ø

• Anti-Stick und VRD an-/ abwählbar

• Hot-Start sowie Arc-Force regelbar

• Synergie geregelte Elektrodenprogramme für: 1,6–2,0–2,5–3,2–4,0 mm Elektrodendurchmesser

• Leichte Bedienbarkeit auch mit Handschuhen

• Speziell geeignet für den mobilen Einsatz durch die kleine, kompakte Bauweise, sehr geringes Gewicht und hohe Leistungsstärke

• 230 Volt Netzanschluss","• Metallbau

• Land- und forstwirtschaftliche Betriebe

• Kommunalbetriebe

• Montagebetriebe",,"Robustes, leichtes (4,2 kg) Inverterschweißgerät.

3 Modi: TIG 20-160 A, MMA manuell 20-160 A, MMA Synergieschweißung über Kernstab-ø.

Anti-Stick & VRD wählbar.",
5346561,tp.1051004009,Handschuh Elektro bis 1.000V Gr. 9 - Latex,12220,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|Handschuh Elektro,Handschuh Elektro / Größe: 9,Handschuh Elektro,,"• Persönliche Schutzausrüstung Kategorie III, elektrische Klasse 0

• Störlichtbogengeprüfte und elektrisch isolierender Schutzhandschuh für Arbeiten unter Spannung

• Geeignet für Wechselspannung bis 1.000V

","• Elektronikerhandschuh aus 100 % Naturlatex

• Sehr gutes Tastempfinden und gute Griffigkeit

• Beständig gegen Säuren, Öle und Ozon auch bei extrem niedrigen Temperaturen, Kategorie R, C

• Oberflächenbehandlung zur Vermeidung von Allergien

• Hohe Flexibilität und gutes Tastempfinden

• Gerade Manschette und anatomische Formgebung","• Installations-, Wartungs- und Reparaturarbeiten unter elektrischen Spannungen

• Stromversorgungs- und Installationsunternehmen

• Elektrowerkstätten der gesamten Industrie",,"PSA Kategorie III, elektrische Klasse 0

Störlichtbogengeprüfte/elektrisch isolierender Schutzhandschuh für Arbeiten unter Spannung

Für Wechselspannung bis 1.000V",
5346563,tp.1051004010,Handschuh Elektro bis 1.000V Gr. 10 - Latex,12220,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|Handschuh Elektro,Handschuh Elektro / Größe: 10,Handschuh Elektro,,"• Persönliche Schutzausrüstung Kategorie III, elektrische Klasse 0

• Störlichtbogengeprüfte und elektrisch isolierender Schutzhandschuh für Arbeiten unter Spannung

• Geeignet für Wechselspannung bis 1.000V

","• Elektronikerhandschuh aus 100 % Naturlatex

• Sehr gutes Tastempfinden und gute Griffigkeit

• Beständig gegen Säuren, Öle und Ozon auch bei extrem niedrigen Temperaturen, Kategorie R, C

• Oberflächenbehandlung zur Vermeidung von Allergien

• Hohe Flexibilität und gutes Tastempfinden

• Gerade Manschette und anatomische Formgebung","• Installations-, Wartungs- und Reparaturarbeiten unter elektrischen Spannungen

• Stromversorgungs- und Installationsunternehmen

• Elektrowerkstätten der gesamten Industrie",,"PSA Kategorie III, elektrische Klasse 0

Störlichtbogengeprüfte/elektrisch isolierender Schutzhandschuh für Arbeiten unter Spannung

Für Wechselspannung bis 1.000V",
5346617,685102-230,"Diamanttrennscheibe FLO GIGANT C 230 x22,23 mm, SH 15 mm",12235,Produkte entdecken|Diamant-Technik|Diamanttrennscheiben|Diamanttrennscheibe FLO GIGANT C,"Diamanttrennscheibe FLO GIGANT C / ø 230 mm / ø-Bohrung:  22,23 / Breite: 2,7 mm",Diamanttrennscheibe FLO GIGANT C,Dachdecker-Spezialscheibe mit GIGANTischer Leistung,"• Problemlöser - Nicht nur für hartgebrannte Dachziegel

• Stark - Sehr laufruhig und kaum Vibrationen durch einen verstärkten Mittelkern

• Effektiv - Lärmreduziert und selbstkühlend durch Kühlbohrungen","• Diamanttrennscheibe für den Trockenschnitt

• Schneidet messerscharf durch eine Vielzahl von Materialien

• Verstärkter Stahlkern für eine hohe Leistungsfähigkeit

• 15 mm hohe Diamantsegmente

• Feinverzahntes Vollkranz-Diamantsegment mit hoher Diamantkonzentration für schnelle Schnitte und saubere Schnittkanten

• Hohe Standzeit durch Selbstkühlung und transparent im Schnitt durch Kühlungsbohrungen 

• Perfekte Komponenten für höchste Qualität und Leistung","Bestens für härteste Materialien geeignet: Dachziegel Beton/Ton, Schiefer, Faserzement aber auch harte Klinker, Kunst- und Naturstein, Keramik, Basalt, Granit, Porphyr, Quarzit, Travertin u. v. m.",,"Problemlöser - Nicht nur für hartgebrannte Dachziegel

Sehr laufruhig und kaum Vibrationen durch einen verstärkten Mittelkern

Lärmreduziert und selbstkühlend durch Kühlbohrungen",https://youtu.be/g3zUKP2qmes
5346653,44001203,TECHNOmat 162 S inkl. Zubehör im Koffer,12254,Produkte entdecken|Schweißtechnik|Elektroden-Schweißgeräte|TECHNOmat 162 S,TECHNOmat 162 S / inkl. Zubehörset (3 m) / Version: Deutschland,TECHNOmat 162 S,Inverterschweißgerät zum Elektroden- und WIG-Schweißen,,"• Robustes, extrem leichtes (4,2 kg) und leistungsstarkes Inverterschweißgerät

• Drei wählbare Schweißmodi: TIG 20 A–160 A Lift Arc-Zündung, MMA manuell 20 A–160 A, MMA synergisch geregelter Schweißbereich über Kernstab-ø

• Anti-Stick und VRD an-/ abwählbar

• Hot-Start sowie Arc-Force regelbar

• Synergie geregelte Elektrodenprogramme für: 1,6–2,0–2,5–3,2–4,0 mm Elektrodendurchmesser

• Leichte Bedienbarkeit auch mit Handschuhen

• Speziell geeignet für den mobilen Einsatz durch die kleine, kompakte Bauweise, sehr geringes Gewicht und hohe Leistungsstärke

• 230 Volt Netzanschluss","• Metallbau

• Land- und forstwirtschaftliche Betriebe

• Kommunalbetriebe

• Montagebetriebe",,"Robustes, leichtes (4,2 kg) Inverterschweißgerät.

3 Modi: TIG 20-160 A, MMA manuell 20-160 A, MMA Synergieschweißung über Kernstab-ø.

Anti-Stick & VRD wählbar.",
5363597,920170060,CAR TEC Bremsflüssigkeit DOT 4 60 Liter Fass,3211,Produkte entdecken|Chemisch-Technische Produkte|Fahrzeugchemie|Technische Kfz-Chemie|Car TEC Bremsflüssigkeit DOT 4,Car TEC Bremsflüssigkeit DOT 4 / 60 Liter,Car TEC Bremsflüssigkeit DOT 4,?Für hydraulische Brems- und Kupplungssysteme,,"• Für hydraulische Brems- und Kupplungssysteme mit einem Siedepunkt von mindestens +257 °C und einem Nass-Siedepunkt von mindestens +157 °C

• Sehr hohe thermische Stabilität (wichtig für den Siedepunkt)

• Erfüllt die Spezifikationen: SAE J 1704, ISO 4925 Class 4, FMVSS 116, DOT 3 und DOT 4

• Generell sollte die Bremsflüssigkeit in das Bremssystem eingefüllt werden, welche auf dem Deckel des Ausgleichsbehälters spezifiziert ist oder für die eine Freigabe des Fahrzeugherstellers vorliegt

• Einsetzbar auch für Motorräder und Scooter",,"Car Tec Bremsflüssigkeit ist hygoskopisch. Deshalb in dicht verschlossenen Behältern lagern. Nach Flüssigkeitsentnahme Behälter sofort wieder verschließen. Beim Wechseln bzw. Nachfüllen von Bremsflüssigkeit sind die Vorschriften des Herstellers zu befolgen. In original verschlossenen, luftdichten Behältern bei Temperaturen von max. +40 °C max. 1 Jahr lagerfähig. ","Hydraulikbremsen ab +257 °C Siedepunkt, +157 °C Nass-Siedepunkt.

Sehr stabil thermisch (Siedepunkt).

Erfüllt SAE J1704, ISO 4925 Klasse 4, FMVSS 116, DOT 3/4.",
5363765,07900510,"LC Tube Super 18W, 120 cm, 4000K, 160lm/W 2900 lumen, Clear cover, Gambit Lighting",7962,Produkte entdecken|Werkzeuge und Zubehör|Elektro-Zubehör|Lampen und Leuchten|LC-Tube Super,LC-Tube Super,LC-Tube Super,Hohe Lichtausbeute bei geringen Leistungsverbrauch,,"• Besonders hohe Lichtausbeute bei geringem Leistungsverbrauch

• Ermüdungsfreies Licht (flackerfrei)

• Ohne gefährliches Quecksilber

• Bruchsicher und splittergeschützt

• Für Deckenhöhen ab 5 Meter

• Kein Sondermüll (RoHS-zertifiziert)

• Klare Karbonat-Abdeckung","• Lagerhallen und Logistikbereich

• Industrie und Werkstatt

• Landwirtschaft, Stall und Hof

• Hotel, Gaststätten, Küche und Service

• Parkhäuser und Tiefgaragen

• Supermärkte und Kühlhäuser",,"Besonders hohe Lichtausbeute bei geringem Leistungsverbrauch

Ermüdungsfreies Licht (flackerfrei)

Ohne gefährliches Quecksilber",
5363767,07900511,"LC Tube Super 18W, 120 cm, 5000K, 160lm/W 2900 lumen, Clear cover, Gambit Lighting",7962,Produkte entdecken|Werkzeuge und Zubehör|Elektro-Zubehör|Lampen und Leuchten|LC-Tube Super,LC-Tube Super / 18 W / 120 cm / 5.000 K,LC-Tube Super,Hohe Lichtausbeute bei geringen Leistungsverbrauch,,"• Besonders hohe Lichtausbeute bei geringem Leistungsverbrauch

• Ermüdungsfreies Licht (flackerfrei)

• Ohne gefährliches Quecksilber

• Bruchsicher und splittergeschützt

• Für Deckenhöhen ab 5 Meter

• Kein Sondermüll (RoHS-zertifiziert)

• Klare Karbonat-Abdeckung","• Lagerhallen und Logistikbereich

• Industrie und Werkstatt

• Landwirtschaft, Stall und Hof

• Hotel, Gaststätten, Küche und Service

• Parkhäuser und Tiefgaragen

• Supermärkte und Kühlhäuser",,"Besonders hohe Lichtausbeute bei geringem Leistungsverbrauch

Ermüdungsfreies Licht (flackerfrei)

Ohne gefährliches Quecksilber",
5363769,07900512,"LC Tube Super 30W, 150 cm, 4000K, 160lm/W 4800 lumen, Clear cover, Gambit Lighting",7962,Produkte entdecken|Werkzeuge und Zubehör|Elektro-Zubehör|Lampen und Leuchten|LC-Tube Super,LC-Tube Super / 30 Watt / 150 cm / 4.000 K,LC-Tube Super,Hohe Lichtausbeute bei geringen Leistungsverbrauch,,"• Besonders hohe Lichtausbeute bei geringem Leistungsverbrauch

• Ermüdungsfreies Licht (flackerfrei)

• Ohne gefährliches Quecksilber

• Bruchsicher und splittergeschützt

• Für Deckenhöhen ab 5 Meter

• Kein Sondermüll (RoHS-zertifiziert)

• Klare Karbonat-Abdeckung","• Lagerhallen und Logistikbereich

• Industrie und Werkstatt

• Landwirtschaft, Stall und Hof

• Hotel, Gaststätten, Küche und Service

• Parkhäuser und Tiefgaragen

• Supermärkte und Kühlhäuser",,"Besonders hohe Lichtausbeute bei geringem Leistungsverbrauch

Ermüdungsfreies Licht (flackerfrei)

Ohne gefährliches Quecksilber",
5363771,07900513,"LC Tube Super 30W, 150 cm, 5000K, 160lm/W 4800 lumen, Clear cover, Gambit Lighting",7962,Produkte entdecken|Werkzeuge und Zubehör|Elektro-Zubehör|Lampen und Leuchten|LC-Tube Super,LC-Tube Super / 30 W / 150 cm / 5.000 K,LC-Tube Super,Hohe Lichtausbeute bei geringen Leistungsverbrauch,,"• Besonders hohe Lichtausbeute bei geringem Leistungsverbrauch

• Ermüdungsfreies Licht (flackerfrei)

• Ohne gefährliches Quecksilber

• Bruchsicher und splittergeschützt

• Für Deckenhöhen ab 5 Meter

• Kein Sondermüll (RoHS-zertifiziert)

• Klare Karbonat-Abdeckung","• Lagerhallen und Logistikbereich

• Industrie und Werkstatt

• Landwirtschaft, Stall und Hof

• Hotel, Gaststätten, Küche und Service

• Parkhäuser und Tiefgaragen

• Supermärkte und Kühlhäuser",,"Besonders hohe Lichtausbeute bei geringem Leistungsverbrauch

Ermüdungsfreies Licht (flackerfrei)

Ohne gefährliches Quecksilber",
5363787,685057,"Diamant-Schleiftopf Panther 125 x 22,23mm , Körnung grob",12313,Produkte entdecken|Diamant-Technik|Diamant-Schleiftöpfe|Diamant-Schleiftopf Panther,Diamant-Schleiftopf Panther / Körnung: grob,Diamant-Schleiftopf Panther,Innovative und extreme Leistungsfähigkeit,"• Modernste Technik - Matrix-Diamant-Segmente sorgen für eine überragende Standzeit

• Effektiv - Vibrationsarm und flexibel

• Vielseitig - Bearbeitung von Metall, Kunststoff oder Feinsteinzeug","• Vibrationsarme Schleifscheibe für Winkelschleifer

• Flexible und mehrschichtige Bauform schützt vor Kantenbruch

• Vakuumgelötete Matrix-Segmente sorgen für effektiven Abtrag und eine hohe Standzeit

• Eignet sich durch die Beschaffenheit hervorragend zum Anfasen, Entrosten, zur Vor- und Nachbearbeitung (z. B. Farbläufer abbrechen), Kantenbearbeitung von Feinsteinzeug, Fliesen und Natursteinen

• Durch den dünnen Aufbau gut in Zwangslagen zu verwenden

• Zwei Körnungen verfügbar: „grob“ für schnellen Abtrag und „mittel“ für feinere Abschlussarbeiten","• Metallbau, GaLa-Bau, Fliesenleger, Treppenbauer",,"Modernste Technik - Matrix-Diamant-Segmente sorgen für eine überragende Standzeit

Vibrationsarm und flexibel

Vielseitig - Bearbeitung von Metall, Kunststoff oder Feinsteinzeug",
5363789,685058,"Diamant-Schleiftopf Panther 125 x 22,23mm , Körnung mittel",12313,Produkte entdecken|Diamant-Technik|Diamant-Schleiftöpfe|Diamant-Schleiftopf Panther,Diamant-Schleiftopf Panther / Körnung: mittel,Diamant-Schleiftopf Panther,Innovative und extreme Leistungsfähigkeit,"• Modernste Technik - Matrix-Diamant-Segmente sorgen für eine überragende Standzeit

• Effektiv - Vibrationsarm und flexibel

• Vielseitig - Bearbeitung von Metall, Kunststoff oder Feinsteinzeug","• Vibrationsarme Schleifscheibe für Winkelschleifer

• Flexible und mehrschichtige Bauform schützt vor Kantenbruch

• Vakuumgelötete Matrix-Segmente sorgen für effektiven Abtrag und eine hohe Standzeit

• Eignet sich durch die Beschaffenheit hervorragend zum Anfasen, Entrosten, zur Vor- und Nachbearbeitung (z. B. Farbläufer abbrechen), Kantenbearbeitung von Feinsteinzeug, Fliesen und Natursteinen

• Durch den dünnen Aufbau gut in Zwangslagen zu verwenden

• Zwei Körnungen verfügbar: „grob“ für schnellen Abtrag und „mittel“ für feinere Abschlussarbeiten","• Metallbau, GaLa-Bau, Fliesenleger, Treppenbauer",,"Modernste Technik - Matrix-Diamant-Segmente sorgen für eine überragende Standzeit

Vibrationsarm und flexibel

Vielseitig - Bearbeitung von Metall, Kunststoff oder Feinsteinzeug",
5363793,685060,"TEK-Diamant-Schleiftopf Abm.: 125mmx22,23mm",12311,Produkte entdecken|Diamant-Technik|Diamant-Schleiftöpfe|Diamant-Schleiftopf TEK,Diamant-Schleiftopf TEK,Diamant-Schleiftopf TEK,Einzigartig in jeder Hinsicht,"• Neuartige Segmentstruktur - Diamant-Pads sorgen für einen guten Abtrag

• Effektiv - Hohe Geschwindigkeit und aggressiver Abtrag für schnellen Arbeitsfortschritt

• Vielseitig - Zur Vorbereitung oder Reinigung gut anzuwenden","• Einzigartige Segmentanordnung verhindert ein Zusetzen der Segmente

• Vielzahl kleiner Diamant-Segmente sorgt für einen kühlen aber effektiven Abtrag

• Aggressive Bearbeitung durch Vielzahl kleiner Diamantpads und kühlere Bearbeitung durch Freiräume

• Zur Bearbeitung von Kleberesten, Kunststoff- oder Farbanstrichen, thermoplastischen Anstrichen, Beschichtungen und Estrich","• GaLa-Bau, Fliesenleger, Maler & Lackierer",,"Diamant-Pads sorgen für einen guten Abtrag

Hohe Geschwindigkeit und aggressiver Abtrag für schnellen Arbeitsfortschritt

Zur Vorbereitung oder Reinigung gut anzuwenden",
5363993,G708100,AKKU-DIA-TROCKENBOHRMASCH. ABDB82 18V BAIER,12316,Produkte entdecken|Elektrowerkzeuge|Akku-Diamant-Trockenbohrmaschine ABDB 82,Akku-Diamant-Trockenbohrmaschine ABDB 82,Akku-Diamant-Trockenbohrmaschine ABDB 82,mit Mikroschlag zum Dosensenken,"• Verlängert die Standzeit von Diamantbohrkronen, dank effektivem und optional zuschaltbarem Mikroschlag

• Staubfreies und präzises Arbeiten durch optimal geformten Saugadapter mit integriertem Zentrierstift

• Schneller Arbeitsfortschritt wegen handlicher Bauweise und schneller Einsatzbereitschaft","• Kompakte 18-V-Akku Bohrmaschine mit kraftvollem Brushless-Motor und optimaler Drehzahl für schnelles Dosensenken

• Akkupack mit Kapazitätsanzeige zur Kontrolle des Ladezustands 

• Thermischer Überlastschutz schützt den Motor vor Überhitzung

• Elektronische Drehmomentkupplung mit erhöhter Präzision für exaktes, feinfühliges Arbeiten

• Schutzschaltung blockiert die Maschine automatisch beim Verkanten

• Robustes Aluminium-Druckguss-Getriebegehäuse für optimale Wärmeableitung und Langlebigkeit",,,"Verlängert Diamantbohrkronen-Standzeit durch Mikroschlag.

Staubfrei & präzise durch Saugadapter mit Zentrierstift.

Handlich & schnell einsetzbar.",
5364023,tp.1010118,"Scheibe, PC gegen elektrische Spannung",12136,Produkte entdecken|Arbeitsschutz|Kopfschutz|Gesichtsschutz-Scheibe - elektrische Spannung,Gesichtsschutz-Scheibe / Elektrische Spannung,Gesichtsschutz-Scheibe - elektrische Spannung,,,"• Optimaler Schutz des gesamten Gesichtsfeldes durch sphärischen Schirm

• Großes Gesichtsfeld

• Polycarbonat-Visierscheibe mit hoher Stoßfestigkeit Stoß mittler Energie B (120 m/s)

• Einfache Befestigung des Visiers mittels Jumper",,,"Optimaler Schutz des gesamten Gesichtsfeldes durch sphärischen Schirm

Großes Gesichtsfeld

Polycarbonat-Visierscheibe mit hoher Stoßfestigkeit Stoß mittler Energie B (120 m/s)",
5364031,073898,"DL-Reinigungspistole TG-10A TL, - Gambit Tools -",12389,Produkte entdecken|Werkzeuge und Zubehör|Druckluft-Werkzeuge und Zubehör|Druckluft-Lackier-/Reinigungspistolen|Druckluft-Reinigungspistole TG-10A,Druckluft-Reinigungspistole TG-10A,Druckluft-Reinigungspistole TG-10A,,"• Tiefe und gründliche Oberflächenreinigung durch Rotationsprinzip

• Optimal nach Fahrzeug-Service einsetzbar, Finger- und Fußabdrücke, Schleifstaub etc. lassen sich leicht entfernen

• Schnelle Trocknung der behandelten Oberfläche durch Vernebelung der Flüssigkeitspartikel des Reinigers","• Druckluftbetriebene Saugbecher Reinigungspistole, die Luft und Reinigungsflüssigkeiten sehr fein zerstäubt und unter hohem Druck verwirbelt

• Effektives Reinigungsgerät um im Fahrzeuginnenraum starke Verschmutzungen auch an schwer zugänglichen Stellen zu entfernen

• Entfernung von Öl, Nikotin, Fett etc. in kürzester Zeit

• Arbeitet mit wenig Feuchtigkeit

• Optimal einsetzbar an Lüftungsschächten, Armaturen, Sitzschienen, Tankdeckeln, an Emblemen, Türablagefächern und Schaltmanschetten","• KFZ-, NFZ-Werkstätten

• Karosseriebetriebe (Lackierbetriebe)

• Fahrzeugaufbereiter

• Bus- und Taxiunternehmen

• Krankentransporter und Rettungswagen",,"Tiefe Reinigung per Rotation. Nach Service für Fahrzeuge.

Leicht entfernt Fingerabdrücke, Schleifstaub etc.

Schnelle Trocknung durch Flüssigkeitsvernebelung.",
5364121,tp.1050416008,"Handschuh PROskin Chem Grip, Nitril, orange Gr. 8 M , puderfrei, 1 BoxInhalt 50 Stüc",12221,Produkte entdecken|Arbeitsschutz|Handschuhe|Einmalhandschuhe|Einweghandschuh PROskin Chem Grip,Einweghandschuh PROskin Chem Grip / Größe: 8 / 50 Stck.,Einweghandschuh PROskin Chem Grip,Einweghandschuh aus Nitril mit Noppen,"• Einzigartige, genoppte Struktur für optimale Griffsicherheit auf nassen und trockenen Oberflächen

• Besonders reißfest und robust durch den Einsatz von starkem, hochwertigem Nitril

• Besonders guter Grip bei Arbeiten mit öligen und fettigen Werkstücken durch die Oberflächenstruktur","• Beidseitig genoppt

• Gute Sichtbarkeit durch orangene Farbe

• Hypoallergen, frei von Latex-Allergie auslösenden Stoffen

• Lebensmittelecht

• Dicke Innenhand: ca. 0,23 mm

• AQL: 1,5","KFZ-Werkstätten, Automobilindustrie, Handwerk, Lebensmittelverarbeitung, Gastronomie, Labore, Medizin, kurzzeitig einsetzbar in Verbindung mit vielen Chemikalien etc.",,"Einzigartige, genoppte Struktur für optimale Griffsicherheit auf nassen, öligen und fettigen Oberflächen

Besonders reißfest und robust durch den Einsatz von starkem, hochwertigem Nitril",
5364127,tp.1050416011,"Handschuh PROskin Chem Grip, Nitril, orange Gr. 11 XXL , puderfrei, 1 BoxInhalt 50 S",12221,Produkte entdecken|Arbeitsschutz|Handschuhe|Einmalhandschuhe|Einweghandschuh PROskin Chem Grip,Einweghandschuh PROskin Chem Grip / Größe: 11 / 50 Stck.,Einweghandschuh PROskin Chem Grip,Einweghandschuh aus Nitril mit Noppen,"• Einzigartige, genoppte Struktur für optimale Griffsicherheit auf nassen und trockenen Oberflächen

• Besonders reißfest und robust durch den Einsatz von starkem, hochwertigem Nitril

• Besonders guter Grip bei Arbeiten mit öligen und fettigen Werkstücken durch die Oberflächenstruktur","• Beidseitig genoppt

• Gute Sichtbarkeit durch orangene Farbe

• Hypoallergen, frei von Latex-Allergie auslösenden Stoffen

• Lebensmittelecht

• Dicke Innenhand: ca. 0,23 mm

• AQL: 1,5","KFZ-Werkstätten, Automobilindustrie, Handwerk, Lebensmittelverarbeitung, Gastronomie, Labore, Medizin, kurzzeitig einsetzbar in Verbindung mit vielen Chemikalien etc.",,"Einzigartige, genoppte Struktur für optimale Griffsicherheit auf nassen, öligen und fettigen Oberflächen

Besonders reißfest und robust durch den Einsatz von starkem, hochwertigem Nitril",
5364143,075013,Wandhalter für Putzrolle - Gambit Cleaning -,10935,Produkte entdecken|Chemisch-Technische Produkte|Reinigungszubehör|Papierrollenhalter,Papierrollenhalter,Papierrollenhalter,zur Wandmontage,,"• Wandhalter, passend für Putzrollen bis max. 380 mm Breite

• Mit Abrissschiene

• Aus Metall",,,"Wandhalter, passend für Putzrollen bis max. 380 mm Breite

Mit Abrissschiene

Aus Metall",
5364557,440051,IMS 300 TRI ohne Zubehör,12266,Produkte entdecken|Schweißtechnik|Elektroden-Schweißgeräte|IMS 300 TRI,IMS 300 TRI,IMS 300 TRI,Inverter-Schweißanlage in robuster und kompakter Bauart,,"• Für Stabelektroden von ø 1,6 bis 6,0 mm einsetzbar

• Einsetzbar zum Verschweißen aller Elektrodentypen, somit auch für Zellulose-Elektroden geeignet

• HOT-Start: Verbesserter Schweißstart

• Arc-Force: Verbesserter Einbrand

• Anti-Stick-Funktion: Verhindert Festbrennen der Elektrode

• Stabfernregler ermöglicht das stufenlose Regeln von 20 A bis 300 A

• Fugenhobeln mit Kohleelektrode ø 5 mm

• Durch Schutzklasse IP 23 für den Einsatz auf Baustellen geeignet

• Staubgeschützte Steuerung zum Fernhalten von starken Verunreinigungen

• Einsetzbar zum WIG-Schweißen im LIFT-ARC-Modus

• VRD-Funktion im Gerät einstellbar","• Bauschlossereien

• Stahl- und Fassadenbau

• Bau- und Baumaschinenindustrie

• Land- und Forstwirtschaft

• Montagebetriebe",,"Inverter-Schweißanlage in robuster und kompakter Bauart

Für alle Elektrodentypen geeignet

300 Ampère Leistung, bei 60 % Einschaltdauer",
5364559,44005104,IMS 300 TRI inkl. Zubehörset 4m,12266,Produkte entdecken|Schweißtechnik|Elektroden-Schweißgeräte|IMS 300 TRI,IMS 300 TRI / inkl. Zubehörset (4 m) / Version: Deutschland,IMS 300 TRI,Inverter-Schweißanlage in robuster und kompakter Bauart,,"• Für Stabelektroden von ø 1,6 bis 6,0 mm einsetzbar

• Einsetzbar zum Verschweißen aller Elektrodentypen, somit auch für Zellulose-Elektroden geeignet

• HOT-Start: Verbesserter Schweißstart

• Arc-Force: Verbesserter Einbrand

• Anti-Stick-Funktion: Verhindert Festbrennen der Elektrode

• Stabfernregler ermöglicht das stufenlose Regeln von 20 A bis 300 A

• Fugenhobeln mit Kohleelektrode ø 5 mm

• Durch Schutzklasse IP 23 für den Einsatz auf Baustellen geeignet

• Staubgeschützte Steuerung zum Fernhalten von starken Verunreinigungen

• Einsetzbar zum WIG-Schweißen im LIFT-ARC-Modus

• VRD-Funktion im Gerät einstellbar","• Bauschlossereien

• Stahl- und Fassadenbau

• Bau- und Baumaschinenindustrie

• Land- und Forstwirtschaft

• Montagebetriebe",,"Inverter-Schweißanlage in robuster und kompakter Bauart

Für alle Elektrodentypen geeignet

300 Ampère Leistung, bei 60 % Einschaltdauer",
5364657,825080,GEFALO Konservierer 2 in1 Spray 500 ml Spraydose,12390,Produkte entdecken|Chemisch-Technische Produkte|Fahrzeugchemie|KFZ-Reinigung und -Pflege|Gefalo Konservierer 2in1,GEFALO® Konservierer 2in1 / 500 ml,Gefalo Konservierer 2in1,Effizient und gefahrlos konservieren,"• Extrem vielseitig durch 2 in 1 Rezeptformel für beste Hohlraumkonservierung und Unterbodenschutz

• Hohe Beständigkeit mit extrem hohem Feststoffanteil von 80 %

• Äußerst ergiebig - Bis zu 5-mal mehr Fläche behandelbar","• Hervorragender Langzeitkorrosionsschutz auf Wachsbasis für den Hohlraum- und Unterbodenbereich von Karosserien 

• Hohe Hafteigenschaften auf fast allen verschiedenen Materialien sowie verträglich auf fast allen Gummi- und Kunststoffbauteilen

• Durch die Wachsbasis verfügt der GEFALO® Konservierer 2 in 1 über einen „Selbstheilungs-Effekt“, der kleinere Beschädigungen selbsttätig durch gute Kriecheigenschaften wieder verschließen kann

• Geringe Tropfneigung

• Nach Auftrag sofort Spritzwasser abweisend

• Nach Trocknung grifffest, elastisch und sehr kälteflexibel 

• Frei von Bitumen, PVC und Schwermetall 

• 1-Liter-Dose und Gebinde: Die Applikation des gebrauchsfertigen Materials erfolgt mittels Luft- bzw. Airless-Zerstäubung bei Materialtemperatur von +18 °C bis +25 °C","Korrosionsgefährdete Bereiche in Karosserien wie Blechdoppelungen (Falze, Spalte, Flansche), Kanten und Flächen; Konservierung stark beanspruchter Bauteile und Gerätschaften in der Land- und Forstwirtschaft die extremen Witterungseinflüssen und starker Beanspruchung ausgesetzt sind",,"Vielseitige 2-in-1 Rezeptur: Hohlraumkonservierung & Unterbodenschutz. Beständig, 80 % Feststoffanteil.

Ergiebig: Bis zu 5-mal mehr Fläche.",
